Site,250m_16_days_EVI-0,250m_16_days_NDVI-0,Fpar_500m-0,Lai_500m-0,LST_Day_1km-0,LST_Night_1km-0,250m_16_days_EVI-1,250m_16_days_NDVI-1,Fpar_500m-1,Lai_500m-1,LST_Day_1km-1,LST_Night_1km-1,250m_16_days_EVI-2,250m_16_days_NDVI-2,Fpar_500m-2,Lai_500m-2,LST_Day_1km-2,LST_Night_1km-2,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_SIZE_CLASS,DATE,_classes
SAL70,-0.137894671,-0.268140318,-0.232838823,-1.048965628,2.117699088,-4.664684948,-0.130273191,-0.242950122,-0.201415073,-0.933970039,0.731747498,-4.312622124,-0.135417007,-0.250069096,-0.211171059,-0.972525047,2.073887913,-4.4412521,36.77447,-100.1752,662700,4,3/7/2017,1
SAL61,-0.111766651,-0.216845985,-0.168035398,-0.880722819,1.477638302,-3.733459493,-0.108862511,-0.196990425,-0.142529291,-0.816192554,-0.092527946,-3.14192234,-0.116241369,-0.209304295,-0.154726075,-0.866889336,1.143875307,-3.341429278,36.64078,-99.46937,44234,4,3/7/2017,1
SAL67,-0.120436128,-0.240850999,-0.208280888,-0.94563458,2.033372162,-4.666644407,-0.113813325,-0.212961179,-0.167963428,-0.852077447,0.769387254,-4.187001558,-0.114971719,-0.218565225,-0.167814241,-0.871154341,1.742288363,-4.567734087,36.70994,-99.83715,69396,4,3/7/2017,1
SAL70,-0.137894671,-0.268140318,-0.232838823,-1.048965628,2.117699088,-4.664684948,-0.130273191,-0.242950122,-0.201415073,-0.933970039,0.731747498,-4.312622124,-0.135417007,-0.250069096,-0.211171059,-0.972525047,2.073887913,-4.4412521,36.77447,-100.1752,662700,4,3/7/2017,1
RMD10,0.041033142,0.048995258,0.008074008,-0.00160466,2.748154195,1.86719386,0.035040426,0.041629395,0.003362405,0.030690154,2.629163028,2.540732772,0.032798336,0.034697833,-0.024616999,-0.062706808,6.857438749,1.933906143,39.7451,-104.6783,290,3,3/6/2017,0
SAL41,-0.01115713,0.01478266,-0.007785968,0.135257077,-4.361941994,-2.790512908,-0.007096787,0.028612575,0.044597674,0.483066113,-3.868602938,-0.971274414,-0.003997903,0.025163396,0.041326938,0.320017619,-2.161703522,-0.779104544,35.7575,-95.13467,14000,4,3/4/2017,1
SAL41,-0.01115713,0.01478266,-0.007785968,0.135257077,-4.361941994,-2.790512908,-0.007096787,0.028612575,0.044597674,0.483066113,-3.868602938,-0.971274414,-0.003997903,0.025163396,0.041326938,0.320017619,-2.161703522,-0.779104544,35.7575,-95.13467,14000,4,3/4/2017,1
SAL28,-0.057335343,-0.082196365,-0.059960075,-0.408806162,-2.303827661,-3.129311179,-0.051591577,-0.068573811,-0.022676939,-0.20584163,-2.640688379,-2.248706942,-0.052130818,-0.066185031,-0.030141246,-0.262778791,-2.084530609,-1.825387651,36.3264,-96.2947,9636,4,3/2/2017,1
SAL28,-0.057335343,-0.082196365,-0.059960075,-0.408806162,-2.303827661,-3.129311179,-0.051591577,-0.068573811,-0.022676939,-0.20584163,-2.640688379,-2.248706942,-0.052130818,-0.066185031,-0.030141246,-0.262778791,-2.084530609,-1.825387651,36.3264,-96.2947,9636,4,3/2/2017,1
RMS6,0.161532171,0.244270296,0.142260428,0.453727902,8.8253072,9.189666217,0.1734911,0.263986358,0.187202246,0.608970959,9.220439283,10.67935562,0.177180546,0.26904887,0.205359766,0.700486056,9.624972982,11.43394717,37.26622838,-95.48905543,250,3,3/2/2017,0
SWA14,0.006816072,0.020563264,0.023430559,0.282455071,-1.126936858,0.734893321,0.009059808,0.031336531,0.048779499,0.364411239,0.047682318,0.424378276,0.015383402,0.037587066,0.066926142,0.572310244,0.385778903,2.323453511,35.99777778,-92.25944444,0.25,0,3/1/2017,0
SWS42,0.049755934,-0.004202482,-0.018038387,-0.203578304,4.207992531,0.467626011,0.055238641,0.007983566,0.015002165,-0.098489822,4.242323743,0.421802606,0.051767816,0.003859743,0.01821213,-0.154831011,5.407673822,1.104541063,34.1446,-103.135,279,3,2/26/2017,0
SAS33,0.062594345,0.113173159,0.080160319,0.210243656,1.186271321,3.642899683,0.068688144,0.118077098,0.07003456,0.176747708,1.179357584,4.907577065,0.060599121,0.113507009,0.077229522,0.200397805,1.786009523,4.416750381,27.6801,-81.1545,97,2,2/25/2017,0
SAS33,0.062594345,0.113173159,0.080160319,0.210243656,1.186271321,3.642899683,0.068688144,0.118077098,0.07003456,0.176747708,1.179357584,4.907577065,0.060599121,0.113507009,0.077229522,0.200397805,1.786009523,4.416750381,27.6801,-81.1545,97,2,2/25/2017,0
SWS86,-0.058992987,-0.163209992,-0.157523756,-0.530656117,9.612899797,2.810816152,-0.045778577,-0.135624217,-0.092404914,-0.376553511,7.669352795,3.449725707,-0.048044023,-0.135692397,-0.093432224,-0.394053265,9.225560858,4.114100313,32.543056,-103.300556,299,3,2/23/2017,0
RMS42,0.074766296,0.109093772,0.042696931,0.026674212,9.846519051,6.234388507,0.074389042,0.107383791,0.044828044,0.096835857,10.17266705,6.883613126,0.081112646,0.124721157,0.064180395,0.086389932,10.45744077,7.36144245,40.06916,-98.94268,252,3,2/18/2017,0
RMS2,0.07854809,0.068948519,0.019831282,-0.04802967,13.34692962,8.005207366,0.083526437,0.0806274,0.045131461,-0.011235794,12.81752455,8.539589943,0.083888436,0.080354168,0.04251908,0.005968147,14.11093325,8.390997921,37.7337325,-100.0261935,250,3,2/17/2017,0
SWC21,0.010691074,-0.03641576,-0.029807742,-0.190539534,0.832659963,-0.313198482,0.022354799,-0.016014181,-0.008668969,-0.125071668,0.944983792,0.185736469,0.026219876,-0.009409507,0.004588289,-0.096388742,1.909356181,1.353938116,36.0369,-92.8381,99,2,2/13/2017,0
SWC27,0.011697428,-0.037291554,-0.027053035,-0.168468248,0.747335416,-0.341365324,0.022902317,-0.017276884,-0.00826808,-0.109158705,0.812092334,0.166361326,0.026857185,-0.010700532,0.005332628,-0.084934517,1.848824515,1.37997504,36.0325,-92.82,99,2,2/12/2017,0
SAS40,0.072304007,0.195979259,0.303238993,2.335282833,-2.631403172,-0.203567758,0.069394392,0.204037615,0.302234184,2.433729493,-1.635979842,1.243646279,0.068639134,0.200824394,0.304180938,2.406789274,-1.642588293,1.741957559,30.21444444,-84.52722222,97.5,2,2/6/2017,0
SAS40,0.072304007,0.195979259,0.303238993,2.335282833,-2.631403172,-0.203567758,0.069394392,0.204037615,0.302234184,2.433729493,-1.635979842,1.243646279,0.068639134,0.200824394,0.304180938,2.406789274,-1.642588293,1.741957559,30.21444444,-84.52722222,97.5,2,2/6/2017,0
SWC23,0.016552378,-0.012629583,-0.026686557,-0.258895079,0.002165018,-0.713307955,0.022853911,-0.005189259,-0.023673359,-0.223141463,0.468880896,-0.52938899,0.026348035,0.006239157,0.007566229,-0.096575997,1.787839498,1.041544791,36.201049,-92.108817,99,2,2/5/2017,0
NRB25,-0.010061323,-0.045520892,0.027076678,-0.031259888,-1.013621765,1.617688319,-0.013674232,-0.051350353,0.039975602,0.014897919,1.10608667,2.170557736,-0.004123559,-0.030831638,0.07570385,0.128437077,-0.631520262,1.402897426,48.0306,-108.5619,9.9,1,1/29/2017,0
RMC11,0.004183696,-0.012491536,0.00654306,-0.007291707,3.840124102,0.86180331,-0.003559358,-0.019417699,-0.016714452,-0.032872937,5.413348161,1.733147616,-0.020158436,-0.04108,-0.048301124,-0.112272839,5.614004145,0.925939916,40.68444444,-104.4933333,97.5,2,12/1/2016,0
SAA10,0.027708099,0.072236432,0.037489575,0.164105646,-2.459626692,-1.43710844,0.021163546,0.07088242,0.041441326,0.365651955,-3.158622487,-2.387365293,0.024366814,0.071299519,0.076336042,0.497614361,-1.234695653,0.003266894,36.83527778,-84.44222222,0.25,0,11/27/2016,0
SAG16,-0.021015579,0.134938432,-0.02407746,-0.156874919,-7.405466464,-1.098793202,-0.022004133,0.143177665,-0.033322047,-0.186686848,-7.558669429,-1.22760654,-0.017037147,0.147179941,0.000253846,-0.023715335,-5.898485063,0.2688484,35.6308,-83.4778,17140,4,11/23/2016,1
SAC1,0.023631895,0.046503512,-0.002708302,-0.168570015,0.711141993,-0.862912936,0.024009733,0.048702165,-0.011230639,-0.074844084,0.808804863,0.366823153,0.023756424,0.052182035,0.038639853,0.113959451,3.074110077,1.351053079,34.26342778,-85.00998333,97,2,11/19/2016,0
SWC8,0.02428011,-0.004392654,0.00566824,0.077358421,-0.53097015,-0.264614621,0.028935994,0.004564008,0.001613728,0.04978405,-0.166974933,-0.074012911,0.041417386,0.018578037,0.057001944,0.318927238,0.96432134,1.253532482,35.668824,-92.355226,98,2,11/17/2016,0
SWB3,0.047444734,0.113199708,0.071530686,0.231183311,0.304454343,0.932630942,0.054751564,0.112770986,0.073128892,0.330078366,1.221074324,1.881914251,0.058242236,0.129311612,0.107416593,0.536877089,2.495724455,3.407511152,33.44621,-92.06664,9,1,11/16/2016,0
SAA8,-0.016345976,-0.039467348,-0.030013036,-0.060891784,-2.950659738,-2.206088157,-0.027488658,-0.042469008,-0.008792019,0.163272529,-3.239725132,-2.163418151,-0.012959087,-0.031468884,0.016507429,0.307590708,-0.907068961,-0.119992733,37.26,-83.36055556,0.25,0,11/14/2016,0
RMB6,0.008031806,-0.00498153,0.009004652,-0.003732602,3.433986035,0.958948687,0.000126961,-0.014314366,-0.015516714,-0.031050517,5.622768637,1.647627863,-0.017185382,-0.035584164,-0.048678305,-0.113054279,5.599263459,1.091951925,40.68138889,-104.5080556,9.5,1,11/13/2016,0
SWB6,0.023180584,-0.003387659,0.005659182,0.08403931,-0.53097015,-0.264614621,0.027682035,0.005488357,0.002186292,0.060907136,-0.166974933,-0.074012911,0.040245039,0.019367709,0.059109357,0.352916264,0.96432134,1.253532482,35.67265,-92.35461,9,1,11/13/2016,0
SAG15,0.003867217,0.013284772,-0.010784318,-0.10162025,-3.303796265,-1.635122853,0.003788472,0.019668444,-0.017179914,0.015632749,-3.81384108,-1.246762003,0.008352619,0.024196407,0.031822337,0.278580737,-1.276184649,0.282788024,36.4391667,-84.2236111,10586,4,11/9/2016,1
SAA9,0.022876566,0.061230828,0.038008049,0.150903682,-2.400067092,-2.432231595,0.013969949,0.057068833,0.031286187,0.265553588,-3.065265585,-2.10052914,0.014764971,0.05519507,0.049095991,0.331819907,-1.179582304,-0.315481037,36.7525,-84.46888889,0.25,0,11/7/2016,0
SAA7,-0.013674268,-0.031582788,-0.024456508,-0.078823708,-2.807384657,-1.989575693,-0.016384481,-0.033369673,0.008629067,0.243774516,-3.577823037,-1.082897366,-0.009548252,-0.022912801,0.021208864,0.287061017,-1.322400813,0.166126943,37.15444444,-83.67722222,0.25,0,11/6/2016,0
SAG5,0.042246881,0.133154588,0.067462799,0.417755892,-2.479006132,-0.306947323,0.03794975,0.132160021,0.044568708,0.214298334,-1.594793266,0.565863905,0.028179556,0.134168016,0.088748951,0.642723998,-0.558275302,1.735100842,35.611521,-81.633125,6431.42,4,11/6/2016,1
SAG7,0.006410111,0.05123894,0.038020158,0.267481112,-2.442272195,-0.035963672,0.003124379,0.051756503,0.024435428,0.163785955,-1.737072683,0.221426182,0.001779674,0.051430372,0.064649072,0.488379414,-0.587088341,1.722102772,35.451026,-82.207209,7913.27,4,11/5/2016,1
SWC2,0.026301732,0.097877981,0.072278663,0.356529034,-0.848135006,0.891697351,0.034579093,0.097258902,0.069474674,0.41561863,-0.049387819,1.183338203,0.035196147,0.106977218,0.107570615,0.606976203,1.375986346,2.539354573,34.63555556,-93.12861111,97.5,2,11/5/2016,0
SAG6,-0.008606237,0.070759136,0.013401982,0.114803964,-4.660899828,-1.26616575,-0.008007759,0.070402296,0.024280627,0.272391389,-4.45835441,-0.826659007,-0.009750965,0.075493067,0.040594466,0.340627972,-2.736575314,0.618386644,35.3975,-83.90805556,7788,4,11/4/2016,1
SAD8,-0.003490193,0.007203927,-0.016059689,-0.069751207,-3.268528621,-1.942536357,-0.00200222,0.006807609,0.006884333,0.24132972,-3.910225335,-1.564932818,0.001000998,0.016100318,0.025541558,0.34117314,-1.655198149,-0.067329676,36.79869842,-83.64582061,280,3,11/3/2016,0
SAG9,0.000269896,0.073870964,0.007686452,0.069846302,-5.031131001,-1.514751391,0.003171674,0.075359167,0.01796044,0.162046809,-4.853881032,-0.992307781,-0.00291416,0.082373155,0.047091409,0.393490995,-3.48699225,-0.195039901,35.27388889,-83.55972222,10641.8,4,11/3/2016,1
SOL70,-0.009737112,0.008794413,0.165663517,0.551731003,-3.298647913,1.180287145,-0.015309106,0.006055336,0.143064875,0.443088948,-3.566554417,0.964290902,-0.018671097,-0.017693985,0.109178662,0.279024563,-5.285862523,-0.014183927,35.98666667,-118.5516667,4357,4,10/29/2016,1
SAG8,0.00921221,0.046112363,0.016615501,0.151896778,-4.797514612,-1.35384117,0.002050816,0.039730107,0.009857426,0.093324423,-4.668420462,-0.840970467,0.010768015,0.056024743,0.050989893,0.463440454,-3.177230635,0.362397424,35.0675,-83.65305556,9036,4,10/25/2016,1
RML48,-0.003014216,-0.009128966,-0.0685608,-0.242025029,5.529271066,2.636548515,-0.002412911,-0.008639099,-0.062962069,-0.227416366,9.19501983,4.067153972,-0.00865303,-0.015942303,-0.060858994,-0.238625176,7.905827205,4.030980246,43.89694444,-102.0225,41360,4,10/16/2016,1
SWS79,-0.063558823,-0.166987557,-0.149003102,-0.494259763,6.593634879,1.334626966,-0.060549526,-0.154415969,-0.131093172,-0.436215347,5.180925572,2.761382039,-0.067341924,-0.1567019,-0.147405764,-0.486106415,5.839494686,2.143978219,35.289611,-103.865583,295,3,10/14/2016,0
SAC4,-0.022971812,-0.024371796,-0.0534759,-0.470400894,2.3086702,4.048480903,-0.017954485,-0.019471507,-0.036150293,-0.390620069,2.275620579,4.344127483,-0.013049263,-0.013352235,-0.02028399,-0.337103779,3.296355895,5.705899956,31.78349722,-85.08953056,97.4,2,10/13/2016,0
NOA7,-0.013313236,-0.063946384,-0.121949513,-0.634113375,3.481334077,-1.783860879,0.00967112,-0.036379857,-0.069189372,-0.414232449,3.319655468,-0.861122958,0.016023444,-0.033966223,-0.069854044,-0.441238773,1.506832161,-1.348122359,38.298333,-122.704,0.25,0,10/9/2016,0
SAC2,0.020556269,0.046324113,-0.040933038,-0.378402385,2.800319871,1.335143229,0.022837895,0.043265361,-0.022852936,-0.314975415,3.596374534,1.258335915,0.027956415,0.058881624,-0.005676864,-0.23643813,4.313393957,2.684652577,32.71440278,-83.83861667,97.01,2,10/4/2016,0
NOL1,0.112345124,0.25077061,0.237695999,0.858913755,-0.716964475,4.843356778,0.110043116,0.254144301,0.23721585,0.900220689,-1.271798407,5.093509934,0.091775717,0.221526443,0.138223214,0.533833355,-1.832754778,4.08324509,38.8053,-122.8103,1547,4,9/25/2016,1
SWB16,0.041787162,0.088415723,0.099666929,0.535750327,-0.113224792,1.018132284,0.050423623,0.08171773,0.07727169,0.563123788,0.510207288,1.419254086,0.048957795,0.100825317,0.125874298,0.788874455,1.680318083,2.474054279,33.83177,-91.953,9.29,1,9/20/2016,0
NWC7,-0.021149923,-0.04459655,0.081289327,0.163764485,-6.750277936,-1.94209535,-0.018005253,-0.023436809,0.095786213,0.209697098,-4.263082376,-0.7039425,-0.028624117,-0.053048948,0.05880415,0.134083254,-6.136667005,-2.035022125,45.11333333,-117.0227778,95,2,8/27/2016,0
NRC8,-0.029703692,-0.099642614,-0.089901009,-0.315084523,0.020409632,-2.158635333,-0.035813088,-0.107069779,-0.095060931,-0.340848378,2.956759177,-1.382520862,-0.032273933,-0.104945643,-0.080988622,-0.325189821,2.72299394,-1.51363726,48.3117,-112.5347,97,2,8/22/2016,0
NWB15,0.018301984,0.020297965,0.06309014,-0.022244268,5.304815805,-2.001723437,0.017985783,0.03671868,0.064664486,-0.006401463,5.811950919,0.238425705,0.011875218,-0.000853177,0.021825231,-0.05617458,3.842563352,-1.45481341,42.584753,-121.642289,9.7,1,8/21/2016,0
NWG4,-0.032707637,-0.070604711,0.004060531,-0.1454232,1.069790421,1.171738654,-0.037836004,-0.070277985,-0.009529484,-0.173713291,4.144587299,2.553090673,-0.035108694,-0.067804876,0.016386402,-0.107526544,2.436826248,1.816794915,47.834981,-118.1154,18117,4,8/21/2016,1
GBG46,-0.053766527,-0.10609815,-0.104015162,-0.271696245,8.198037161,-0.303976731,-0.05010846,-0.099223361,-0.104792814,-0.275536861,9.121661399,1.649672522,-0.046769307,-0.091691819,-0.04484241,-0.146274163,4.707456459,0.412017713,40.9275,-116.8464,6537.6,4,8/18/2016,1
NWL30,-0.110097985,-0.216505713,-0.158414257,-0.463891438,0.473080508,-5.989002271,-0.1058567,-0.205318329,-0.134953601,-0.410676601,-0.131605767,-3.28459153,-0.10746319,-0.215076419,-0.13672832,-0.411578558,-0.640096457,-4.689335392,42.723064,-120.623186,3424,4,8/17/2016,1
GBC14,0.003680351,0.005178259,-0.026421131,-0.059816452,4.994108974,-0.739060888,0.022754751,0.041295508,0.03495359,0.050816273,5.507094955,1.218759991,0.019671095,0.032324459,0.031538151,0.068917624,2.966503079,0.404287404,41.4889,-117.7911,99,2,8/16/2016,0
NOL65,0.044458777,0.131771221,0.071991912,0.197283499,2.428498543,2.17509785,0.048911734,0.148704581,0.088927701,0.266203303,2.304621061,3.301753357,0.048345079,0.150879825,0.058858569,0.209515404,0.68542686,2.706386071,38.8997,-122.6044,3929,4,8/13/2016,1
NRC14,-0.095107601,-0.170120436,-0.086840363,-0.368472006,2.169214343,-0.911633648,-0.105701979,-0.183590415,-0.157254528,-0.518407865,5.58138543,0.106576363,-0.099709088,-0.176428619,-0.141565131,-0.474690964,7.369186521,0.840209878,45.6947,-107.1875,98,2,8/13/2016,0
RMG59,-0.025421926,-0.049363038,0.012741979,0.054734153,-11.95859814,-8.02707379,-0.010382943,-0.026747414,0.043671195,0.143722173,-9.08605151,-6.158696017,-0.021208655,-0.040773804,0.020603243,0.065234585,-9.350047506,-6.639073874,44.96774,-110.35617,13697.2,4,8/13/2016,1
GBG102,-0.072131782,-0.106509774,-0.111087924,-0.282945482,5.122282379,-0.881165675,-0.064520101,-0.092895517,-0.066596656,-0.207601512,5.559339042,-0.359396745,-0.075963359,-0.116380646,-0.087439493,-0.216943042,2.715220721,-1.7121328,43.1219,-113.7564,6154,4,8/7/2016,1
NWB20,-0.071451411,-0.132100216,-0.247735499,-0.690124852,15.91269991,-0.556991638,-0.062899111,-0.11605481,-0.223745594,-0.646101674,15.39682772,1.20811041,-0.05092945,-0.099740101,-0.177944873,-0.557128826,11.15665067,0.170168324,42.51574,-117.88069,9.8,1,8/6/2016,0
GBL22,-0.077291698,-0.119340705,-0.06804721,-0.241551859,6.767242651,3.331431808,-0.069059205,-0.103401047,-0.057857593,-0.223151943,7.534807058,4.501651786,-0.068346438,-0.105783664,-0.022370279,-0.118074523,5.026444132,3.503573576,41.91064,-112.31039,20616,4,8/3/2016,1
NOG30,0.014357253,0.060733446,4.30E-05,-0.044827063,4.666765315,2.846039534,0.020321562,0.069193127,0.009618739,-0.03942262,4.22691511,3.28675195,0.020416137,0.069656909,-0.004454631,-0.048399201,3.213401571,2.882179772,38.5156,-122.3006,5731,4,8/2/2016,1
RMG55,-0.028423675,-0.04935375,-0.06723762,-0.176277931,-4.28000956,-2.244191889,-0.031572458,-0.053240438,-0.072475287,-0.187086145,-2.764228009,-1.410271719,-0.028430422,-0.047134012,-0.067964329,-0.181974994,-2.161576126,-1.135213977,44.445,-109.427,12387,4,8/2/2016,1
SAS47,0.076998438,0.213721301,0.203511063,1.409831431,-2.579472121,0.583779188,0.07751939,0.210690188,0.215772578,1.500963305,-2.538017906,0.481291016,0.077104106,0.209841463,0.212239305,1.455731307,-1.088686307,1.354966725,30.5992,-82.8729,98,2,8/1/2016,0
SAS47,0.076998438,0.213721301,0.203511063,1.409831431,-2.579472121,0.583779188,0.07751939,0.210690188,0.215772578,1.500963305,-2.538017906,0.481291016,0.077104106,0.209841463,0.212239305,1.455731307,-1.088686307,1.354966725,30.5992,-82.8729,98,2,8/1/2016,0
NRG3,0.018600827,0.037308604,0.161581846,0.422754396,-6.316096428,-0.273601049,0.020443386,0.055618826,0.160832192,0.449081087,-4.108981588,1.530035418,0.017121074,0.046415608,0.159844442,0.376291077,-4.098862666,0.872618929,47.60111111,-115.2052778,28553,4,7/31/2016,1
GBG47,-0.058009643,-0.089212678,-0.131211256,-0.310706305,6.674770693,0.201125231,-0.051438551,-0.074343062,-0.111692958,-0.27209553,5.643469929,1.782655846,-0.057438863,-0.09127575,-0.106783431,-0.258575172,3.451712825,0.857346165,40.8103,-119.6497,6557,4,7/30/2016,1
NWG59,-0.084454688,-0.165406297,-0.217509777,-0.634130009,8.760888913,2.167853135,-0.074420318,-0.13954048,-0.189283275,-0.582180741,10.17027399,4.386982197,-0.077222673,-0.154224093,-0.180588292,-0.559303238,8.265836019,2.728575978,46.569326,-120.080828,171915,4,7/30/2016,1
NOA9,0.068763918,0.160596879,0.161362067,1.037743927,-6.566063615,1.508264911,0.054407778,0.151957013,0.133108549,0.815202799,-6.622739858,2.458175094,0.06509187,0.158705211,0.142609263,0.888544552,-6.774495821,1.544309733,38.547739,-123.294613,0.25,0,7/30/2016,0
GBG93,-0.019868068,-0.034881857,-0.000754963,-0.048115707,-10.7024969,-3.951961446,-0.013965259,-0.018235902,0.011989367,-0.017907579,-9.139377817,-2.277616164,-0.017593503,-0.032693002,0.002700953,-0.033068796,-9.46337117,-2.976029813,45.24166667,-114.5833333,5731,4,7/26/2016,1
RML45,-0.004052513,-0.019364326,-0.066517585,-0.230604421,6.556067401,3.358878812,-0.004639746,-0.017122241,-0.071405534,-0.245129765,8.192354325,3.964281742,-0.0120428,-0.029957458,-0.081345729,-0.282638177,9.397965993,4.430732844,43.50181,-102.94708,18815,4,7/26/2016,1
RML1,-0.031971684,-0.041033098,-0.004488778,-0.008434588,-8.421434715,-3.318750643,-0.020702739,-0.011742002,0.0340983,0.096564617,-6.681244019,-1.802184159,-0.027764505,-0.028864316,0.022794075,0.070843368,-7.115804933,-2.142140261,44.0206,-110.7858,20825,4,7/25/2016,1
SWS16,-0.005464119,-0.101026919,-0.048502393,-0.213466533,3.337831788,-1.318966192,0.001908868,-0.07627689,-0.012673708,-0.074825535,0.980256547,-0.881069813,-0.000897961,-0.078615833,-0.012999043,-0.058694525,1.892136148,-1.589914636,36.56879,-103.02876,265,3,7/24/2016,0
NOA24,-0.016268948,0.013497912,-0.009606156,-0.131405696,1.930173845,0.908769227,-0.010360535,0.031114215,-0.000821669,-0.110743056,1.775387409,1.912593686,-0.010314486,0.02993689,-0.02003287,-0.15760885,0.49856613,1.524802381,38.819183,-123.001598,0.25,0,7/24/2016,0
RMD2,0.02476801,-0.001961581,-0.063258893,-0.172484764,9.961956592,3.337777267,0.040838104,0.033725738,-0.003120889,0.002088235,6.652373926,4.345354554,0.023958209,0.016228176,-0.034346523,-0.082938824,6.568069481,4.045171497,37.29361111,-103.2563889,273,3,7/22/2016,0
GBL10,-0.024128501,-0.051368917,-0.101732251,-0.350350365,6.857147909,9.21354018,-0.018036304,-0.04084636,-0.106106829,-0.362629903,9.57646942,10.47821234,-0.019144539,-0.04589143,-0.09386681,-0.332689889,7.115132152,9.410743419,40.94881359,-112.228099,15330,4,7/21/2016,1
SWS7,-0.055034138,-0.147156961,-0.105175524,-0.366974488,4.350010404,-4.341234609,-0.047883015,-0.125671894,-0.064510018,-0.191984742,-0.326432109,-4.252092302,-0.06052828,-0.135095837,-0.106512979,-0.337453692,2.87246757,-3.872963541,36.466944,-104.775,251,3,7/18/2016,0
RML42,0.015791443,0.02488895,-0.065283507,-0.234284935,5.83980184,3.284724356,0.026602173,0.050346736,-0.020011947,-0.153352843,6.554852883,3.883969331,0.011607819,0.023541275,-0.071590676,-0.274718435,9.845419965,3.783346104,43.24581,-103.71042,14318.5,4,7/16/2016,1
GBB6,-0.056442475,-0.102778161,-0.096299014,-0.231111098,10.1332349,2.697457597,-0.050327355,-0.089645057,-0.083416759,-0.206983225,10.80823866,3.884850016,-0.041408683,-0.076759751,-0.034021562,-0.107796486,7.286663465,3.400607703,39.57994,-119.75053,9.2,1,7/14/2016,0
AKL18,-0.033528354,-0.050633031,0.069278689,-0.031382251,-21.35034015,-16.63809216,-0.032736171,-0.054584224,0.114587031,0.030368856,-21.35034015,-16.63809216,-0.045299965,-0.058408316,0.036514599,-0.099804157,-21.35034015,-16.63809216,61.27,-160.28,4368,4,7/14/2016,1
GBB10,-0.064596663,-0.088645601,-0.047487763,-0.110587936,5.108907403,0.898417732,-0.059642764,-0.07814916,-0.038771163,-0.09148266,5.190408508,1.941313821,-0.060739078,-0.091337922,-0.019295662,-0.038046933,1.082346856,1.313210903,38.8461,-119.5803,9.7,1,7/13/2016,0
SWS66,-0.00082014,0.026751669,-0.009393173,-0.178593706,-1.166530889,0.669318822,-0.001445561,0.036765653,-0.007376281,-0.169704526,-2.046607345,0.607188862,-0.002418887,0.031447619,-0.004489585,-0.169027408,-0.938730038,0.616127453,32.644171,-105.718109,290,3,7/13/2016,0
RMG64,-0.005086313,-0.015081929,0.051383885,0.09652206,-14.16938874,-8.35926229,0.001749982,0.011602676,0.094321472,0.201507686,-12.23098093,-6.898326615,0.002514185,0.011813026,0.08763493,0.19111411,-12.54738909,-7.109650883,43.64222222,-109.9683333,14651,4,7/11/2016,1
RML2,0.010340862,-0.007695916,-0.069640167,-0.256557534,8.937367644,3.048392354,-0.001861618,-0.012727176,-0.098620121,-0.327297825,10.41696034,3.384319238,-0.010443259,-0.028772521,-0.113000927,-0.358072144,11.04582733,2.810855196,42.30416,-104.08022,21080,4,7/11/2016,1
AKL22,-0.124646678,-0.194262915,-0.024574043,-0.184193466,-21.35034015,-16.63809216,-0.117593933,-0.183239947,-0.02609969,-0.195221636,-21.35034015,-16.63809216,-0.117673187,-0.184813786,-0.038345635,-0.186073092,-21.35034015,-16.63809216,67.1394,-155.6242,4478.5,4,7/1/2016,1
NWL27,0.021897607,0.031238711,-0.047460978,-0.248214544,-2.938806838,-1.70606908,0.020323012,0.024374039,-0.058452781,-0.240013281,-0.116401974,0.431252554,0.009589636,0.001866009,-0.074720084,-0.312272171,-1.906546397,-0.510273963,45.6244444,-121.0669444,3400,4,6/30/2016,1
SOL16,0.031732059,0.072868055,0.065864829,0.129283026,-0.203221032,2.579947325,0.03746198,0.097834237,0.100412793,0.218595853,-0.42276858,2.906576125,0.031921629,0.084392716,0.066000806,0.128950587,-1.517250372,2.27103671,34.63083333,-119.2302778,2304,4,6/30/2016,1
SWL17,-0.046309704,-0.09646022,0.041603592,0.015105919,-9.326136555,-4.561817761,-0.046045825,-0.092548376,0.04558246,0.026250808,-8.860535691,-3.625856568,-0.041817367,-0.092073107,0.052713714,0.086908507,-9.601198179,-4.97145125,36.265622,-112.024992,15090,4,6/29/2016,1
GBG48,-0.056260091,-0.109607835,-0.094739736,-0.251320219,7.236959022,1.402231644,-0.057756473,-0.108192192,-0.113804338,-0.291408005,8.799242213,2.791045114,-0.057571173,-0.111407529,-0.089185395,-0.233137456,4.163374146,1.549213907,39.788331,-117.53408,6586,4,6/28/2016,1
NOG74,0.077414804,0.211709369,0.205177103,1.033411884,1.148075529,3.060986122,0.074361317,0.209526492,0.195580764,0.995935461,1.334894661,3.82752571,0.072213335,0.212957077,0.185874068,0.894196964,0.188683457,2.901171881,38.95612,-120.857106,5646,4,6/28/2016,1
GBD5,-0.042992152,-0.077899666,-0.105122092,-0.244691057,6.032126375,0.265670365,-0.036281817,-0.063510816,-0.098275227,-0.229667311,6.632993974,1.742343318,-0.038600647,-0.07301465,-0.075932469,-0.182163693,1.398430825,0.522939093,40.6683,-117.2125,294,3,6/27/2016,0
