Site,250m_16_days_EVI-0,250m_16_days_NDVI-0,Fpar_500m-0,Lai_500m-0,LST_Day_1km-0,LST_Night_1km-0,250m_16_days_EVI-1,250m_16_days_NDVI-1,Fpar_500m-1,Lai_500m-1,LST_Day_1km-1,LST_Night_1km-1,250m_16_days_EVI-2,250m_16_days_NDVI-2,Fpar_500m-2,Lai_500m-2,LST_Day_1km-2,LST_Night_1km-2,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_SIZE_CLASS,DATE,_classes
SAL26,0.0110384,0.042066223,0.050356381,0.303701052,-3.147454374,-1.49257409,0.005901131,0.037373968,0.006727921,0.115799189,-3.966304925,-1.948297118,0.014069964,0.043568991,0.040119255,0.249114271,-3.457170901,-0.903000434,34.70038331,-95.65324999,9500,4,1/29/2011,1
SAS36,0.064908639,0.105137693,0.065518922,0.306983498,1.117824498,4.568035093,0.0512029,0.097125868,0.041110911,0.150906278,1.506797137,4.141996875,0.060801017,0.097609102,0.050045531,0.227872083,0.128733106,3.82962528,26.2361,-80.8797,97,2,1/16/2011,0
SAS36,0.064908639,0.105137693,0.065518922,0.306983498,1.117824498,4.568035093,0.0512029,0.097125868,0.041110911,0.150906278,1.506797137,4.141996875,0.060801017,0.097609102,0.050045531,0.227872083,0.128733106,3.82962528,26.2361,-80.8797,97,2,1/16/2011,0
SWS38,0.006070947,0.072629069,0.113064135,0.206345827,-5.028855801,-2.919694153,0.001190693,0.06583265,0.092085775,0.144207492,-4.371626602,-2.847315425,0.003891252,0.063143063,0.10172569,0.195795486,-5.708231105,-3.403104142,35.765833,-105.336944,277,3,12/15/2010,0
SWS71,-0.059951561,-0.147233729,-0.155388252,-0.487906168,7.340713571,1.56090332,-0.060912996,-0.150864317,-0.154112003,-0.492638496,8.208090502,1.921851212,-0.052857966,-0.136945888,-0.130701889,-0.430733803,5.960231116,1.765586349,33.327361,-103.599511,290,3,11/23/2010,0
SAD7,-0.0181456,-0.031656007,0.010834722,0.304378809,-1.83496889,-1.410277124,-0.030525312,-0.044833485,-0.040963,-0.124373292,-2.82466037,-2.305283333,-0.015280122,-0.038879977,-0.025760975,0.021390512,-2.093991388,-0.889447103,37.10744,-83.652,278,3,11/22/2010,0
NOA66,0.011140202,-0.039874402,-0.056072545,-0.462930331,2.313721306,-2.574529384,0.027555706,-0.020261335,-0.023935013,-0.30761164,1.210563906,-2.171358197,0.033511649,-0.014489638,-0.035614375,-0.331326508,-0.906052861,-2.374943873,38.303796,-122.708144,0.25,0,10/25/2010,0
SAS54,0.067508223,0.163163142,0.152318428,0.984348134,-0.932322515,0.702678936,0.066296565,0.159362504,0.136118847,0.866636756,-1.223723973,0.464218493,0.068521852,0.161240651,0.14503962,1.000791795,-1.874835797,0.548900257,30.3297222,-84.3822222,98.71,2,10/19/2010,0
SAS54,0.067508223,0.163163142,0.152318428,0.984348134,-0.932322515,0.702678936,0.066296565,0.159362504,0.136118847,0.866636756,-1.223723973,0.464218493,0.068521852,0.161240651,0.14503962,1.000791795,-1.874835797,0.548900257,30.3297222,-84.3822222,98.71,2,10/19/2010,0
SAB18,-0.014420623,-0.013378467,0.044899043,0.279237018,-0.365587938,1.195406062,-0.013442687,-0.013251326,-0.004394017,-0.014746361,-1.920955506,0.215210004,-0.013582558,-0.014904556,0.023741966,0.222500621,-0.473387728,0.600871052,34.97739631,-85.54743839,9.98,1,10/16/2010,0
NWL12,-0.04680328,-0.095346829,0.11370747,0.230983166,-11.20830718,-9.167971752,-0.03306357,-0.072586774,0.107604687,0.193915623,-8.652688226,-7.906660217,-0.031938275,-0.072427145,0.076889605,0.08944027,-10.11172055,-8.579280507,42.8641667,-121.663056,3083.4,4,10/14/2010,1
RMD5,0.080704142,0.182284641,0.123484665,0.324518075,-0.279321385,2.006587783,0.090987954,0.213711117,0.144597187,0.380583934,-0.344671728,2.514805416,0.086097095,0.193879977,0.141442204,0.408547984,-1.991528079,1.925840731,39.514722,-105.138333,277,3,10/8/2010,0
NOES61,0.077246263,0.036598839,-0.038888203,-0.336893966,5.533860556,1.5571799,0.085967901,0.049176088,-0.009711515,-0.213911913,5.272021149,1.314862756,0.093840065,0.055644217,-0.018623045,-0.228192292,3.128046403,1.110363917,38.96611111,-121.3769444,9.6,2,10/5/2010,0
RML7,-0.022816945,-0.057308089,-0.131648355,-0.399318171,7.632331896,2.518764729,-0.020028877,-0.052272131,-0.136547615,-0.404025851,8.36397474,3.505012172,-0.017128187,-0.042889408,-0.117535991,-0.359727295,7.307396678,2.876666454,43.0244,-105.2975,25093,4,10/4/2010,1
RMG19,-0.075603719,-0.123860622,-0.076920892,-0.203182273,-5.869219017,-6.938238485,-0.065797783,-0.111092738,-0.071077493,-0.186106056,-4.447047063,-4.864576968,-0.064908951,-0.113123092,-0.075237852,-0.196668082,-5.502371276,-6.723578046,41.2831,-110.8244,5261,4,9/18/2010,1
RMG21,0.029232677,0.043369849,0.08857701,0.177121035,-14.10185223,-8.540861016,0.038018295,0.057486068,0.119295525,0.236179352,-13.28215482,-7.754183436,0.039772286,0.058681188,0.1218008,0.24173329,-13.12216197,-8.350491914,44.8367,-110.37,5510,4,9/14/2010,1
RMG42,-0.057607867,-0.110265062,-0.08100383,-0.214844177,1.412763898,-0.6079013,-0.052976391,-0.103382971,-0.083799084,-0.216063033,2.767218705,0.626052438,-0.049900792,-0.093041611,-0.06079166,-0.163956735,0.329652277,-0.433355034,42.996389,-105.2225,9248,4,9/9/2010,1
NOA81,0.058298406,0.097030354,0.088372567,0.248463193,-2.372453798,-0.974009201,0.055405667,0.098094926,0.07817715,0.210719224,-2.320734578,-0.704723878,0.068506767,0.108368658,0.090836854,0.309885802,-4.312409286,-1.060846201,38.388569,-122.889369,0.25,0,9/6/2010,0
RMG27,-0.053514235,-0.106886851,-0.066745463,-0.175593501,0.959251048,-0.532028466,-0.043965658,-0.095066616,-0.071639536,-0.19326298,2.217437784,0.107897837,-0.044432041,-0.091679993,-0.044376447,-0.123293066,-1.758825055,-0.219010525,42.915,-104.8122,6102,4,9/5/2010,1
GBG81,-0.04348017,-0.082453018,-0.070024319,-0.179468561,-2.239993814,-0.907786325,-0.030388711,-0.059377002,-0.043315944,-0.124820017,-0.659434705,0.592137872,-0.031534859,-0.067249697,-0.034828979,-0.111712835,-3.273451992,-0.146803088,43.21827,-115.46861,5409,4,8/27/2010,1
NRG2,-0.078475009,-0.144939216,-0.153128929,-0.493074383,1.926651031,-1.454126547,-0.078282229,-0.148692125,-0.132133286,-0.441967014,0.573993458,-1.177900016,-0.07668674,-0.144694143,-0.124868685,-0.421676987,-0.192367259,-2.730541855,47.55194444,-108.1694444,27898,4,8/21/2010,1
NWD37,-0.07931559,-0.157500181,-0.150422835,-0.476504521,3.793140708,-2.70693783,-0.091929003,-0.180389287,-0.143176706,-0.436070139,0.54579026,-2.514944025,-0.082932431,-0.162472123,-0.096069287,-0.348738174,-0.574200291,-2.890016989,46.12256,-103.91269,299,3,8/21/2010,0
NWL34,-0.046836979,-0.070356984,0.176660789,0.544324473,-16.28199932,-6.813483607,-0.041109261,-0.037715677,0.191621298,0.647037119,-14.10273318,-4.887093706,-0.04231142,-0.044708441,0.19302508,0.647817555,-15.73753933,-5.930952548,44.2694444,-121.908611,3454,4,8/19/2010,1
EAD1,0.127850233,0.262927554,0.155991426,1.19049667,12.02574799,10.53700778,0.125838361,0.255230911,0.119870019,0.930428683,11.23243193,9.451812762,0.140727978,0.271290803,0.139634469,1.067339236,12.29886538,10.20231209,41.0006,-75.0675,250,3,8/6/2010,0
NWG11,-0.02553419,-0.014904449,-0.107262853,-0.367971997,7.031765933,1.210923615,-0.035653368,-0.030061325,-0.131950956,-0.401615148,7.245366358,0.809262291,-0.024037166,-0.012084195,-0.092276529,-0.339165865,5.89746625,1.862846978,46.370556,-118.572222,21620,4,8/6/2010,1
GBG87,-0.088313832,-0.135390324,-0.115419523,-0.284000702,1.708684237,-3.581203184,-0.082556798,-0.125027309,-0.099181372,-0.249421386,1.447762984,-2.236442883,-0.074408106,-0.114867657,-0.087880848,-0.234659624,0.388199733,-3.071310851,43.0392,-113.7253,5559,4,8/5/2010,1
NWL17,-0.130806537,-0.250366838,-0.206857233,-0.591259806,-3.106085493,-7.534782149,-0.123439813,-0.239085485,-0.214952402,-0.607898454,-0.530167212,-6.81497297,-0.124461423,-0.239525157,-0.209422808,-0.592293934,-3.089423593,-8.24198996,42.69055556,-119.6105556,3153,4,8/5/2010,1
NRB7,-0.061363458,-0.124129332,-0.144008443,-0.488671425,1.756585734,-0.86207867,-0.068462483,-0.137595434,-0.142371265,-0.483614366,1.373400339,-1.544309558,-0.063597466,-0.128458798,-0.134685643,-0.455792783,0.314745451,-1.94170139,47.2539,-107.8839,9.6,1,8/2/2010,0
NOA43,-0.024708964,0.063168056,0.11873868,0.438933278,-1.998694546,0.091833368,-0.024206114,0.061273037,0.109181601,0.396443468,-1.378063253,0.44672905,-0.022125649,0.067138437,0.10886202,0.418593635,-4.020441439,-0.311981754,38.559943,-122.624968,0.25,0,7/31/2010,0
SAS63,0.067641716,0.09624533,0.059479853,0.239000503,1.990404149,4.44716197,0.058410482,0.089208587,0.033915746,0.137015155,1.807754602,4.096427321,0.057120649,0.093023696,0.040929095,0.156698414,0.142026275,4.725397677,26.2602,-81.2262,99,2,7/29/2010,0
SAS63,0.067641716,0.09624533,0.059479853,0.239000503,1.990404149,4.44716197,0.058410482,0.089208587,0.033915746,0.137015155,1.807754602,4.096427321,0.057120649,0.093023696,0.040929095,0.156698414,0.142026275,4.725397677,26.2602,-81.2262,99,2,7/29/2010,0
NWL58,-0.072280711,-0.099408202,-0.209444006,-0.598481378,-1.672517964,-2.959770445,-0.079414349,-0.112566441,-0.227743911,-0.629736736,-0.581985192,-2.779347889,-0.07042928,-0.089734916,-0.203166719,-0.583258444,-3.111839962,-2.810750552,45.093,-120.4483,4197,4,7/27/2010,1
NOG17,-0.18962477,-0.422951661,-0.383069892,-1.260138016,-0.244841982,-8.704130552,-0.180911386,-0.405451828,-0.377229684,-1.251100548,2.302270212,-6.924337317,-0.180968099,-0.408685222,-0.380902791,-1.260205627,1.051977039,-8.085407092,40.9164,-120.3997,9408,4,7/26/2010,1
EAC3,0.152163317,0.278994918,0.128907372,0.627474447,16.1478257,12.16639929,0.152996069,0.274172881,0.095223763,0.454537596,15.03138526,11.20580256,0.156618091,0.277512569,0.113552996,0.599092003,15.25146961,12.19545561,39.6758,-74.9011,93,2,7/25/2010,0
GBG23,-0.0495844,-0.102872547,-0.099995071,-0.25248796,1.041665653,-1.106783561,-0.042249294,-0.089811684,-0.085048185,-0.220406422,3.077309602,0.493474969,-0.046252961,-0.097594776,-0.088370442,-0.223665719,0.662812115,-1.110982445,40.8086,-119.4006,5358.5,4,7/24/2010,1
RMG20,-0.014913769,-0.026114125,0.040388913,0.152900912,-12.63355579,-6.864583768,-0.001726787,-0.009525781,0.074914622,0.261543351,-11.72801896,-5.981852441,-0.00649336,-0.012968079,0.068533025,0.224672997,-12.28186406,-6.640007436,43.3280556,-110.578889,5429,4,7/23/2010,1
GBG4,-0.010274639,-0.025130549,0.04878279,0.124575089,-6.907038935,-2.237120985,-0.004208357,-0.007302958,0.07073144,0.171488039,-5.657246065,-1.120254295,-0.006986625,-0.028221181,0.049409248,0.125378246,-8.115357337,-2.732704888,38.4252778,-112.499167,44892,4,7/20/2010,1
GBL39,-0.020727561,-0.042555727,0.000331534,-0.054397385,-0.372345691,1.05805947,-0.014661278,-0.024728136,0.022280184,-0.007484434,0.877447179,2.174926161,-0.017439547,-0.045646359,0.000957992,-0.053594227,-1.580664093,0.562475568,38.4252778,-112.499167,44892,4,7/20/2010,1
NOA65,-0.002874846,0.103092522,0.197764179,1.255772054,-3.611600577,1.278866166,-0.000199767,0.0999962,0.198363446,1.273809732,-2.515842194,1.783136737,-0.002699573,0.103859485,0.182789909,1.174321092,-4.536555308,0.640191952,38.603105,-123.003751,0.25,0,7/14/2010,0
SOL38,0.12384472,0.185235718,0.008576139,-0.050108131,5.607798322,4.096635548,0.117946497,0.188206277,0.0020062,-0.138743878,6.193649251,4.603254812,0.126289699,0.193754891,0.025595434,-0.033614151,4.299846793,4.052852991,33.321389,-117.386667,3225,4,7/13/2010,1
NWG7,-0.037621615,-0.101376796,-0.043618226,-0.212744103,-0.144481032,0.509717796,-0.039683717,-0.093034373,-0.054639151,-0.226566799,1.15236387,0.916847292,-0.034229262,-0.083684126,-0.035387862,-0.18716986,-0.40259075,1.110935572,47.5758333,-120.3475,19291,4,7/10/2010,1
SWA21,-0.039882906,-0.073160835,-0.001742466,0.072523971,-0.72259906,2.182376917,-0.031970617,-0.076686456,-0.015627449,-0.064353794,-0.937010675,2.074266267,-0.034940934,-0.081554853,-0.045473517,-0.15058921,-1.527722889,1.71566636,34.6197222,-90.6266667,0.25,0,7/5/2010,0
NOES25,0.080472936,0.060080244,-0.015515655,-0.227653183,4.119094891,0.260256017,0.079134934,0.061078392,-0.031317519,-0.263552808,4.065271388,0.7721668,0.102605087,0.08529956,0.01995159,-0.076246707,1.820319875,0.315124172,38.222104,-122.249569,9,2,7/4/2010,0
NRD3,0.010968602,-0.011135861,-0.103968138,-0.380741366,4.518565463,-0.444880289,0.016364429,0.004798533,-0.08839077,-0.33452453,4.035740014,0.170751845,0.005143649,-0.014877339,-0.101947564,-0.356003069,3.506826302,-1.32458633,45.349751,-108.847458,274,3,7/2/2010,0
AKB8,-0.072346328,-0.144122846,-0.089245827,-0.371133761,-7.776735272,-5.596792394,-0.063240598,-0.135536364,-0.056689401,-0.315828435,-8.633567747,-7.59733172,-0.05992166,-0.121853155,-0.067966211,-0.35597987,-6.184067694,-5.200136834,66.9614,-160.3625,9.8,1,7/1/2010,0
AKC1,-0.076226065,-0.143678194,-0.109241477,-0.491177783,-4.778844233,-4.360138156,-0.07478721,-0.143583228,-0.111857639,-0.494121917,-6.452991104,-5.492140885,-0.068702331,-0.129969979,-0.090991235,-0.439948666,-3.644823062,-3.986572179,65,-149.2666626,97,2,6/24/2010,0
SWG60,0.114331704,0.275278102,0.14625536,0.37955918,4.892603282,7.475450253,0.120819871,0.281216524,0.161547969,0.436088788,4.34690315,7.77154577,0.113188901,0.2714112,0.142313619,0.389655916,3.861771914,6.674175767,31.7727778,-109.33,5935,4,6/24/2010,1
NOA61,-0.058252089,-0.114968851,-0.034871498,-0.362879799,2.702165974,-1.930605034,-0.058540552,-0.117013539,-0.053660158,-0.396155319,3.12204071,-1.472553509,-0.049378515,-0.105418926,-0.025738363,-0.286877322,1.19298769,-1.780725588,38.427277,-122.739477,0.25,0,6/22/2010,0
SWL16,-0.03880921,-0.095202907,0.035108567,-0.00952918,-9.338058693,-4.173448285,-0.031083707,-0.07288331,0.068846964,0.083360843,-8.199110719,-3.370430768,-0.036699252,-0.096918047,0.055693231,0.052177264,-9.190620028,-4.70611694,35.2863889,-111.623889,15075,4,6/20/2010,1
RMD9,0.03072609,0.047537435,0.089011453,0.236035858,-5.695045561,-4.07011564,0.035117374,0.05356891,0.090912549,0.239201895,-3.00674318,-2.344894249,0.026705028,0.032030214,0.073560628,0.200209907,-5.529267864,-4.263546782,37.9925,-108.286111,290,3,6/15/2010,0
NOES15,0.050417006,0.090939176,0.086218448,0.257452903,0.757457675,1.865438274,0.048559042,0.08623703,0.0760161,0.203716264,0.846058797,2.328826737,0.05914107,0.093300899,0.093897778,0.333554444,-0.408622151,1.70428191,38.03336037,-122.5350569,9,2,6/15/2010,0
NOES56,0.044756113,0.009036793,0.00791627,-0.102413558,5.104284693,1.930837071,0.048296329,0.010038422,0.004776575,-0.096274392,5.658550905,2.78602542,0.052331917,0.023477311,0.006348155,-0.077153491,4.090125058,2.045172081,40.18111111,-122.2130556,9.5,2,6/11/2010,0
AKB10,-0.089745558,-0.165784749,-0.03849096,-0.299928306,-5.446969657,-5.94739445,-0.089043754,-0.159599133,0.03153156,-0.191525615,-6.128180787,-8.65412854,-0.080090386,-0.140581892,-0.050175957,-0.291632337,-5.308261341,-6.598418685,65.2806,-156.0664,9.9,1,6/9/2010,0
AKA7,0.03835476,0.138479965,0.024779041,-0.043786409,0.139715081,5.854947655,0.043087699,0.137409538,-0.025848381,-0.131238963,1.470981075,5.740866906,0.052233026,0.169514237,0.018146462,-0.012789468,2.351851695,6.286750418,55.5422222,-131.793611,0.25,0,6/7/2010,0
SWG70,0.04392944,0.106906876,0.173296706,0.428015283,-0.343524292,2.659738845,0.05326068,0.123594055,0.196644633,0.490488937,0.024562483,3.158630863,0.044999798,0.100086079,0.167207604,0.43465633,-1.212646551,1.701748147,33.6361111,-109.223889,6355,4,6/7/2010,1
AKL2,-0.018597065,-0.022868351,0.102482493,0.176701607,-14.48533299,-5.726784661,-0.019963006,-0.027233719,0.100836261,0.154120427,-16.04909203,-7.208507768,-0.012816157,0.001517552,0.143456509,0.302330792,-12.18723373,-4.621295772,64.238889,-144.812222,4000,4,5/30/2010,1
AKA2,-0.011569595,-0.03395935,0.003905074,-0.102966291,-2.808789873,1.127954542,-0.029117025,-0.07267052,-0.073744047,-0.353609553,-3.91375172,0.2627588,9.07E-05,-0.015785302,0.07008997,0.157433629,0.408307551,3.072175545,58.4263889,-134.621667,0.25,0,5/29/2010,0
AKL12,-0.061299557,-0.095654607,0.064044444,0.037376798,-14.93470804,-8.44763991,-0.061906791,-0.096686913,0.087817095,0.071009545,-16.14306609,-11.10241889,-0.045499471,-0.065568058,0.020033705,-0.037561966,-14.1126225,-8.513187907,63.6569,-156.4494,4244.9,4,5/29/2010,1
SAS46,0.067082998,0.149821599,0.164931753,0.929982344,-1.045112865,0.318367226,0.066539439,0.152386489,0.140281305,0.846476025,-2.5133193,-0.181948601,0.072176557,0.148074401,0.15227208,0.862460417,-2.746202185,-0.924754775,30.9911,-87.0099,98,2,5/26/2010,0
SAS46,0.067082998,0.149821599,0.164931753,0.929982344,-1.045112865,0.318367226,0.066539439,0.152386489,0.140281305,0.846476025,-2.5133193,-0.181948601,0.072176557,0.148074401,0.15227208,0.862460417,-2.746202185,-0.924754775,30.9911,-87.0099,98,2,5/26/2010,0
AKA6,-0.019761647,-0.050111041,8.36E-05,-0.107515579,-2.867719985,1.111838169,-0.038756526,-0.091836486,-0.072395054,-0.344881783,-3.503372405,0.201230316,-0.008793178,-0.033696052,0.076666806,0.189458936,0.571816124,2.810331183,58.4036111,-134.560833,0.25,0,5/21/2010,0
EAG2,0.150216925,0.286973197,0.121833202,0.562054136,7.999393442,4.14786981,0.148072905,0.292778928,0.105205612,0.467292247,6.9803542,3.444342608,0.155498871,0.307519625,0.129316705,0.443331733,9.399473013,3.783927665,44.5747222,-84.3830556,8586,4,5/18/2010,1
NRC24,-0.001643359,-0.045759494,0.031032062,0.105251596,-4.979293485,-5.299045962,0.009310017,-0.027536609,0.053746448,0.132575548,-5.147252182,-5.590556423,0.010032679,-0.022797993,0.065177107,0.155748212,-3.616094553,-5.088919594,47.0536,-113.0875,99,2,5/15/2010,0
NOA60,-0.067132835,-0.116147724,-0.021614895,-0.28521213,2.627327647,-1.117055404,-0.071255187,-0.124109467,-0.056478269,-0.394472527,3.451975081,-0.734365017,-0.064577874,-0.114328366,-0.019558145,-0.261799531,1.636907565,-1.015105609,38.439057,-122.708535,0.25,0,5/6/2010,0
RMS22,0.07434198,0.146072282,0.068393463,0.180981158,7.613316766,9.165012069,0.086491963,0.155617522,0.102245198,0.350069698,7.791972551,9.377682385,0.083657421,0.143978734,0.074088646,0.30891652,5.56899054,7.677207487,38.33,-95.884,280,3,5/3/2010,0
RMS30,0.003537597,-0.017319933,-0.04759163,-0.214288278,8.460351579,2.703936211,0.018434355,0.005309666,-0.058523602,-0.24005312,10.16701483,3.360834779,0.013444734,-0.001261531,-0.06128343,-0.216825844,6.824254803,2.62289068,41.825,-102.5875,250,3,4/19/2010,0
SWB1,0.007238827,-0.002187363,0.025906142,0.153631284,-0.736298921,0.567168211,0.014425209,-9.88E-05,0.04605047,0.370944422,-1.446334192,0.396950286,0.006644406,0.000705535,0.006672072,0.134615918,-1.768050761,-1.354407768,36.37364,-93.76102,9,1,4/14/2010,0
SWD5,0.035381431,0.088351384,0.058190809,0.028517715,1.835602223,1.565269204,0.04211457,0.09100128,0.09522731,0.369847452,1.187581351,1.290002009,0.040656878,0.091990326,0.061230743,0.243041855,0.047393486,-0.40242486,35.0452778,-93.9636111,260,3,4/14/2010,0
EAS17,0.194594345,0.356529359,0.294414248,1.561872115,2.552845874,8.684405903,0.182816598,0.354501288,0.282449751,1.48712975,2.630725675,6.708851169,0.171684751,0.322329031,0.230011086,1.221300418,1.265580579,6.556404217,38.36233333,-79.40880556,9.7,1,4/11/2010,0
SAD2,0.002843792,0.019207617,0.028980036,0.381265051,-1.31804648,-0.132256986,-0.007027302,0.008340471,0.008094534,0.247247311,-2.984467413,-1.930237448,-0.009816937,0.002513606,-0.014510587,0.11900353,-3.256283632,-2.179216932,36.82119,-83.5855,275,3,4/3/2010,0
SWC12,0.011488645,2.67E-05,0.025558878,0.187992216,-0.169678599,0.728245718,0.020662317,-0.00043467,0.048613449,0.425878867,-0.942029079,0.459259441,0.009652868,-0.004891583,-0.016974206,0.000689503,-1.297529645,-0.598366694,35.98602,-93.21428,98,2,4/1/2010,0
SWD13,-0.011371325,-0.002919981,0.049986184,0.359575208,0.655439257,0.45223371,0.002293039,-0.001543192,0.060542463,0.465945776,-0.664996051,0.22339011,-0.009754815,-0.013584182,-0.000918305,0.085016141,-1.205037676,-1.168352955,36.03378,-92.47216,271,3,3/30/2010,0
SAS3,0.069560507,0.180106616,0.202983997,1.444968505,-0.325807237,1.274764066,0.080473432,0.181990841,0.209869166,1.527006044,-1.718054314,-0.047790858,0.07048507,0.17914669,0.17088731,1.314525766,-2.016220833,0.491338338,30.4844,-82.2452,95,2,3/25/2010,0
SAS3,0.069560507,0.180106616,0.202983997,1.444968505,-0.325807237,1.274764066,0.080473432,0.181990841,0.209869166,1.527006044,-1.718054314,-0.047790858,0.07048507,0.17914669,0.17088731,1.314525766,-2.016220833,0.491338338,30.4844,-82.2452,95,2,3/25/2010,0
SWS12,-0.051833009,-0.114556391,-0.093608207,-0.343910309,5.414928447,0.905136449,-0.0580588,-0.132171922,-0.129483195,-0.429432344,7.548605945,0.205882563,-0.062204716,-0.139034979,-0.1454129,-0.467014913,6.91273072,0.429474291,33.65725,-103.46118,255,3,3/5/2010,0
EAA5,0.17412778,0.308729721,0.143773889,0.699411845,14.8599278,11.21578423,0.173650524,0.307249771,0.146150075,0.648538436,14.84004097,11.07626636,0.174672647,0.309942229,0.108774369,0.516657132,13.93919393,10.81268969,40.1564,-74.4581,0.25,0,12/16/2009,0
EAA4,0.135998045,0.266801248,0.154088219,0.984472043,16.34050359,12.05698136,0.130893397,0.260500632,0.145089886,0.895065407,16.18872129,11.74483162,0.12358126,0.252027921,0.106575508,0.693950841,15.43117327,11.75052531,40.3963,-74.3561,0.25,0,12/11/2009,0
EAA3,0.114419898,0.216292037,0.105148648,0.471275412,15.37846261,12.18553382,0.108846397,0.208752769,0.091479777,0.350761583,15.48081987,11.82035617,0.10905359,0.211739345,0.058656881,0.269630213,14.91533751,11.53436116,40.2192,-74.0606,0.25,0,11/30/2009,0
EAA2,0.161992711,0.2941735,0.130908355,0.662719049,15.5433873,11.57526492,0.159691179,0.290785391,0.132563567,0.620599951,15.64020218,11.26053779,0.156268342,0.287239977,0.086677911,0.452663749,14.76028186,10.97423837,40.1925,-74.2675,0.25,0,11/29/2009,0
EAA1,0.135167522,0.257827255,0.138657535,0.725001701,15.75572693,12.09072388,0.129737728,0.252417877,0.136645604,0.69514041,15.88259551,11.80645787,0.124752915,0.245085421,0.085826826,0.499029308,15.01903581,11.52472835,40.1164,-74.1339,0.25,0,11/27/2009,0
SOA9,0.025211872,-0.098537688,-0.16490007,-0.928914586,5.572794064,0.743594876,0.022384909,-0.100303101,-0.163966033,-0.934733,5.357524743,0.972370929,0.032717407,-0.083980689,-0.143852864,-0.877503991,4.678248184,1.000748872,35.495366,-119.280616,0.25,0,11/22/2009,0
SOA14,-0.049784372,-0.085796942,-0.157215086,-0.765887165,1.812404395,0.487749841,-0.050565331,-0.086474921,-0.169353169,-0.798448659,2.233319656,0.734492911,-0.042873812,-0.072935766,-0.138666903,-0.705441092,1.238863731,0.7489373,35.5591,-118.5579,0.25,0,11/10/2009,0
NOA21,0.044757808,0.112070273,0.151250516,0.791927125,-2.577890902,-0.452191236,0.04060589,0.104949331,0.133314967,0.653316185,-1.908790052,-0.38420175,0.044290961,0.111847802,0.135592062,0.704687516,-2.429101224,-0.388725536,38.503096,-122.91773,0.25,0,10/30/2009,0
NOA76,0.038949538,0.094166786,0.095959271,0.578837289,-6.290988318,-0.02440805,0.030256553,0.083809963,0.067827125,0.395890745,-5.982043144,-0.149285706,0.02960722,0.096036719,0.083020848,0.524801519,-5.892775203,-0.048626826,38.466594,-123.152435,0.25,0,10/26/2009,0
NOA78,-0.029592009,-0.054500886,-0.014962995,-0.185365984,1.36867458,-0.824982199,-0.02709165,-0.057936315,-0.014218361,-0.199414057,2.122669922,-0.677357637,-0.026263141,-0.052467157,-0.02218699,-0.201828344,1.351676723,-0.678985602,38.53495,-122.826024,0.25,0,10/17/2009,0
NOA16,-0.013701994,-0.043888023,-0.042922248,-0.289409745,0.68550096,-1.996341278,-0.026253454,-0.062099675,-0.073005083,-0.468397994,2.210325326,-2.086851436,-0.01106456,-0.045530665,-0.043762949,-0.298028012,1.432074882,-1.437195372,38.205798,-122.644191,0.25,0,10/16/2009,0
NOL63,0.172794088,0.346523328,0.411114611,2.075159014,-10.37946973,0.758697202,0.177470682,0.337804094,0.378581591,1.897154846,-10.64508201,0.887157323,0.169839075,0.330740473,0.392149668,1.980662813,-9.950005741,1.148837585,41.19416667,-123.6291667,3689,4,10/7/2009,1
NOA75,0.074222248,0.133629793,0.145485093,0.761633732,-4.615282673,-1.133672276,0.064481004,0.125011652,0.12054759,0.565944761,-4.057633716,-1.354178222,0.065942186,0.13188889,0.132487716,0.682590676,-3.968236508,-1.016330491,38.382894,-122.969846,0.25,0,10/7/2009,0
NOA17,-0.028142351,0.024174801,0.082910004,0.262505127,-1.556583816,-0.541420539,-0.033605969,0.017648599,0.063252573,0.148585608,-0.926876906,-0.497687272,-0.032679622,0.019501589,0.059854648,0.156750634,-1.031797737,-0.337869719,38.51924,-122.657275,0.25,0,10/6/2009,0
NOA73,-0.055236687,-0.06862001,0.030719228,0.02123483,1.65792876,-0.527489291,-0.059783779,-0.073100206,0.020208292,-0.043902069,1.94156694,-0.467716521,-0.059441553,-0.073232879,0.011485095,-0.065185438,1.882153019,-0.455718756,38.4401,-122.670218,0.25,0,10/1/2009,0
GBD9,0.015690812,0.02025523,0.001466433,0.010181512,1.240990028,1.740934647,0.004599424,-0.00746481,-0.014907122,-0.026374242,-0.317444814,-0.432876702,0.013000474,0.011001097,-0.000863244,0.006158718,0.653670756,0.89611186,38.2314,-114.0747,296,3,9/28/2009,0
NRC18,-0.08772682,-0.168398067,-0.153449866,-0.492431797,2.734534454,-0.845028924,-0.099279248,-0.18457658,-0.173968435,-0.544323044,1.667712488,-1.98087122,-0.102437956,-0.189595562,-0.168798241,-0.534386315,0.846171535,-2.56659125,48.4569,-108.8791,98.5,2,9/28/2009,0
NOA67,-0.005679303,0.001431161,0.021536158,-0.015908823,-0.220223773,-1.132024099,-0.013684011,-0.005199705,0.003392831,-0.143435458,0.558092269,-0.918824641,-0.008134086,-0.000518046,0.012044599,-0.059979478,0.299361786,-0.848182603,38.369426,-122.623737,0.25,0,9/27/2009,0
