,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,69.5282585,232.8575429,22.76108581,-4.797603319,92695.44126,32.63330156,258.7492848,3.01849476,-10.19589537,56651.78237,13.11733784,275.1415162,-1.13651755,-4.154595533,30795.99544,13.87498213,282.837588,-3.071038799,-1.334904494,15253.33444,33.40265083,-117.266807
1,55.90815679,230.2846037,17.6075443,-15.23294794,92800.41794,15.96335699,259.7379704,12.64978397,-11.6782374,56901.07495,31.32944792,274.742382,7.169567729,-8.945029582,31000.48995,23.96166144,277.2027642,3.311283229,-1.983915525,15619.14278,37.30611833,-82.75805953
2,19.45690076,234.7959953,52.6430824,19.81370355,91131.87325,16.51999754,256.5227807,39.44532925,5.937651771,55154.56553,28.44720854,269.9626773,23.77061677,-1.535876066,29662.47183,65.06732142,276.9477533,17.33388086,0.982877247,14429.61004,37.29922,-83.08933
3,32.60683046,236.390105,45.04617819,21.5474535,92265.54339,26.6355591,261.273262,28.37015187,13.82123278,55834.87815,45.25849735,277.2669426,19.95151591,9.115515125,29816.61142,71.09514892,286.3517985,15.14940555,11.0302635,14049.14561,35.63114639,-94.09230701
4,55.02452887,236.9110803,57.07652834,7.382819706,92697.27828,41.34701037,260.0606727,29.31911063,3.185461928,56344.94733,33.22669012,274.8184825,14.48965939,0.937170252,30446.21517,41.83234263,281.4289467,5.617967275,5.411385773,14893.88129,35.94754654,-92.16000651
5,42.54177131,229.6456193,15.36861514,-34.56572251,89180.99316,41.6938127,252.9928921,11.11228773,-21.4865496,53876.44272,49.954017,266.5675408,8.269036307,-12.02496796,28710.64942,68.11661643,275.0805894,5.156442871,-8.273333511,13615.19884,40.157285,-122.230317
6,41.75455736,234.4015593,13.05332099,-12.15867065,93100.50141,30.41454937,261.0056293,12.44469042,-13.47410165,56666.50354,29.52301571,276.7988906,7.920113508,-13.26273492,30650.33698,44.37706706,281.2755868,3.34532524,-0.476829013,15092.52241,44.90651594,-117.4173135
7,57.85562602,235.5972694,25.26782411,-11.05999024,93660.62102,46.33008694,263.7291317,22.54200542,-5.241716419,56958.29137,30.28614015,281.7443185,13.28779396,2.910309549,30647.13422,22.54464478,292.9492061,1.977390762,4.174760936,14629.04987,40.20294639,-106.2387104
8,66.95547921,236.3253741,22.84688669,-16.68933459,93749.78547,38.50018464,263.65529,18.13840359,-11.1090244,57076.77973,47.99514298,279.4654504,10.69491434,-5.572406145,30804.87036,39.18199945,290.1433482,4.534719979,0.57427578,14917.01731,47.95324641,-115.0851137
9,21.72902171,236.5843398,5.065948538,-6.227423821,94659.9816,8.78638214,265.9807592,5.130827843,-4.468929398,57803.58018,18.93468156,285.0435432,4.898428787,0.019842762,31266.79237,15.84727454,297.9440643,0.906288463,1.544433138,15023.87688,35.32360562,-107.5835102
10,69.60425224,236.7656984,8.344053486,-27.89757865,93980.63273,44.52585431,263.5896085,6.847879863,-20.09311876,57150.94363,37.11486229,277.5552288,7.555960515,-9.978128645,30957.87054,26.11073206,287.7346833,6.196103294,-1.530822116,15200.59159,45.41315688,-107.8075116
11,29.93964855,239.157177,20.07932272,-12.77598401,94705.79949,24.00944667,266.9097718,14.69973884,-12.21962217,57458.50594,42.656012,279.7835099,7.85380175,-8.033071061,30976.13179,52.05713117,288.2193854,3.254917157,-5.817400732,15121.94589,40.54120714,-122.5683266
12,29.06789816,239.4169754,12.70237917,-7.684816423,95050.68607,18.95065027,267.8752911,9.862009624,-9.225586836,57726.74828,37.73687706,282.1188783,5.588120797,-8.437939627,31101.21817,44.57842,290.7049616,1.932749887,-7.484920895,15099.2761,38.55431299,-122.5309713
13,28.40001665,237.9907287,9.651355254,-4.784445888,94561.99987,18.53500466,267.4880967,8.36315717,-3.931938153,57481.31837,21.82117995,288.0642122,7.146444689,-0.962043378,30699.409,29.4651063,299.5122425,2.878149905,5.00834106,14280.41366,35.10165491,-101.7198569
14,22.5328818,237.6089691,2.929371931,-1.30950276,94867.05325,22.35313872,267.3331419,1.098417274,-0.842634173,57798.2716,26.19014043,286.4510248,2.174065798,1.39196699,31074.59345,15.62536656,300.5972897,2.523331016,1.025071357,14704.80181,33.88522519,-111.815911
15,20.35473112,238.8392332,22.33709129,5.154463233,94314.94893,33.26560442,264.865403,12.00918045,6.096342398,57354.4359,37.08115452,282.7257208,6.051845439,6.108909774,30920.07308,31.43932043,294.6883622,3.446235466,1.012224025,14790.64932,35.348763,-119.125929
16,55.26637564,236.454593,16.21955203,10.6766951,93990.00335,15.48349339,264.7816851,7.19418096,13.96915326,57228.04636,16.4632862,282.8349487,3.056651374,9.491473952,30777.17797,20.42040594,293.5516547,2.476951792,3.618785484,14692.61529,41.21180517,-122.8465637
17,22.73548985,237.9703386,-0.710021029,-26.30105496,93963.43259,16.62068745,266.9494815,-3.895411667,-19.60766806,56970.98802,23.2929161,278.4306876,-3.903673186,-7.580276507,30540.64569,16.98733654,289.6561218,-1.717785828,-4.22428412,14732.79118,40.13335555,-117.1321126
18,29.33522267,238.8075513,0.57948615,-32.76436427,94878.22178,11.51486694,268.388737,2.311029615,-25.09050386,57647.96466,27.26766336,279.833551,-2.286464966,-9.265340911,31127.04971,24.72159772,290.7466837,-4.124827534,-5.978916511,15220.51001,45.92707556,-121.9799145
19,21.53108578,239.204328,-3.823193897,-18.01844514,95271.44955,10.95523976,269.5663898,1.871993839,-14.83727564,57957.03023,21.98519646,285.0574722,2.08137534,-8.101559859,31157.46763,20.37909835,296.5559044,-0.567506908,-5.915505759,14928.52035,42.21254,-122.71502
20,28.36754977,238.8767146,18.64142192,-11.53313359,95091.2252,31.02897959,266.6315341,16.1427417,-7.260736705,57950.92751,39.62979387,283.3814376,8.322769817,-3.366053197,31384.89364,27.7028757,296.1239019,3.594503882,-1.844136358,15213.90197,46.63344595,-118.568714
21,33.16932345,238.2952763,25.15251121,-15.86167754,94546.68345,45.57001935,265.0108943,18.71037465,-9.193364622,57576.60379,51.99937979,280.7045821,8.44800355,-3.621598087,31198.471,39.25165122,292.6244445,3.011305133,-1.981176793,15201.07104,48.33161611,-118.1985144
22,31.15101962,238.5763185,22.88936025,-14.34521575,94761.13961,40.13844579,265.6713925,17.81027926,-8.592660853,57716.13304,47.18174337,281.7369782,8.563404068,-3.444750748,31262.67257,34.57297671,293.9916644,3.301703792,-1.872522658,15198.55204,47.70723606,-118.2603142
23,29.43198249,238.6706908,22.31797235,-15.3638746,94796.18731,38.24737005,265.737501,17.29598994,-9.066418168,57742.63044,48.36939787,281.3963888,8.172251807,-4.422144802,31294.91769,36.83805044,293.2663502,3.266021523,-2.610905012,15254.2497,48.05583,-119.4843
24,43.55410641,237.6209834,24.36163121,-6.146730213,94684.16125,33.61980915,265.3182282,16.59183276,-3.4326427,57722.60249,34.86227072,282.3553014,8.594407366,-1.198066395,31266.14136,32.52190931,293.9466286,3.244334384,-1.566807607,15172.7644,48.36019597,-119.4927146
25,23.64619484,238.6054599,9.738303432,-14.54466959,95133.36225,35.87050743,265.2003714,8.058579046,-7.816594057,58282.83501,27.02315314,287.3716738,3.863913419,-1.013467504,31563.49437,18.17464572,299.7561644,-0.024366971,-0.021328878,15210.12386,41.83110657,-106.6440108
26,16.00247732,240.8121153,-6.436149692,1.190678448,95621.24298,20.6416057,268.1731754,-7.774862346,2.865249778,58280.31354,33.16365012,287.793793,-5.160625091,2.67495459,31484.10802,20.62352366,301.8159389,-1.340119348,-0.074430256,15002.1542,32.76138479,-116.6944618
27,35.77523418,237.9392346,1.163969797,-6.278139059,95378.02544,28.5543752,266.5047754,-2.23705469,-4.853982184,58405.82381,30.37444046,288.0560957,-2.411890398,-0.764967625,31617.6414,25.28489772,301.0517317,-3.160177257,1.242846929,15188.89243,34.711,-105.1405
28,26.83613489,238.1704031,25.02209114,-21.03307511,93404.82488,29.38049256,264.9495318,18.88512181,-18.02577888,56397.72512,55.03728496,278.0581158,13.78954347,-7.3201138,30200.3138,31.05302823,292.1101954,8.076086635,-5.322407266,14287.09313,45.88416707,-106.2613113
29,28.71560438,237.7447074,29.86602295,-24.75501647,92928.04346,32.42418529,263.3242988,20.98979622,-19.4597266,56070.3938,57.97678627,276.8485872,15.16935415,-8.643583544,30025.96897,35.44559304,290.7096414,9.030987511,-5.833229333,14185.40143,47.37986717,-106.9154118
30,25.81435462,238.3228538,23.93855616,-20.56534317,93580.48148,29.56961798,265.3358965,18.05088989,-18.04415099,56538.73304,54.09011598,278.6420471,13.18021233,-6.832041199,30290.59706,30.40610974,292.5617557,7.32900671,-4.564161779,14348.68404,45.71650698,-107.0561115
